OID_,ShallowFlag,DatabaseVersion,DatasetID,CatalogNumber,SampleID,TrackingID,ImageURL,HighlightImageURL,Citation,Repository,ScientificName,VerbatimScientificName,VernacularNameCategory,VernacularName,TaxonRank,AphiaID,LifeScienceIdentifier,Phylum,Class,Subclass,Order_,Suborder,Family,Subfamily,Genus,Subgenus,Species,Subspecies,ScientificNameAuthorship,TypeStatus,OperationalTaxonomicUnit,Morphospecies,CombinedNameID,Synonyms,IdentificationComments,IdentifiedBy,IdentificationDate,IdentificationQualifier,IdentificationVerificationStatus,AssociatedSequences,Ocean,LargeMarineEcosystem,Country,FishCouncilRegion,Locality,latitude__degrees_north_,longitude__degrees_east_,DepthInMeters__m_,DepthMethod,MinimumDepthInMeters__m_,MaximumDepthInMeters__m_,LocationComments,ObservationDate,ObservationYear,ObservationTime,SurveyID,Vessel,PI,PIAffiliation,Purpose,SurveyComments,Station,EventID,SamplingEquipment,VehicleName,SampleAreaInSquareMeters__m_2_,footprintWKT,footprintSRS,IndividualCount,CategoricalAbundance,Density,Cover__percent_,VerbatimSize,MinimumSize__cm_,MaximumSize__cm_,WeightInKg__kg_,Condition,AssociatedTaxa,OccurrenceComments,StartLatitude__degrees_north_,StartLongitude__degrees_east_,EndLatitude__degrees_north_,EndLongitude__degrees_east_,VerbatimLatitude,VerbatimLongitude,LocationAccuracy__m_,NavType,OtherData,Habitat,Substrate,CMECSGeoForm,CMECSSubstrate,CMECSBiotic,Temperature__degrees_Celsius_,Salinity__PSU_,Oxygen__mg_L_,pH,pHscale,pCO2__microatmosphere_,TA__micromol_kg_,DIC__micromol_kg_,RecordType,DataProvider,DataContact,Modified,WebSite,EntryDate,Reporter,ReporterEmail,ReporterComments,gisCRMDepth__m_,gisGEBCODepth__m_,gisEtopoDepth__m_,gisMEOW,SynonymSearchProxy,DEPTH,BACKSCATTER,SLOPE,ASPECT,SST,NORTHNESS,EASTNESS
103,0,20210803-0,DWH_NRDA_WS-14-06,586886,84,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25158,-88.33795,73,averaged,72,74,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 23.00 m,6/30/14 0:00,2014,14:49:58,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,11-50% damaged,NA,NA,29.25191,-88.33803,29.25126,-88.33787,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-73.253,181.609,0.2987649,32.4811707,20.1700001,0.484290605,0.874907201
104,0,20210803-0,DWH_NRDA_WS-14-06,586888,7,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25177,-88.33903,71,averaged,70,71,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 25.00 m,6/24/14 0:00,2014,15:58:46,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,3,present,-999,NA,NA,-999,-999,-999,NA,NA,NA,29.25156,-88.33898,29.25198,-88.33909,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-90.246,184.808,1.6845022,263.0287781,20.1700001,0.648636461,-0.761098378
105,0,20210803-0,DWH_NRDA_WS-14-06,586889,80,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25245,-88.33796,74,averaged,73,74,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 22.00 m,6/30/14 0:00,2014,14:30:06,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,6,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.25229,-88.33793,29.25262,-88.338,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,96,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-87.562,180.813,0.7479612,54.3638573,20.1700001,-0.576153016,-0.817341851
106,0,20210803-0,DWH_NRDA_WS-14-06,586890,126,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Yellowtail Reef,29.45032,-87.59191,63,averaged,62,63,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 5.00 m,7/5/14 0:00,2014,11:41:30,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,0,NA,NA,-999,-999,-999,NA,NA,NA,29.45,-87.59203,29.45065,-87.59179,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,71,71,74,Northern Gulf of Mexico,Thesea nivea_NA,-67.851,181.006,0.7874219,322.1739502,19.9200001,-0.160012392,0.987115006
107,0,20210803-0,DWH_NRDA_WS-14-06,586894,110,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Yellowtail Reef,29.44959,-87.59202,63,reported,63,63,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 11.00 m,7/4/14 0:00,2014,14:33:50,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.44964,-87.59216,29.44954,-87.59187,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,71,73,74,Northern Gulf of Mexico,Thesea nivea_NA,-63.87,181.26,0.3452238,217.0849457,19.9200001,-0.950780081,-0.309866485
108,0,20210803-0,DWH_NRDA_WS-14-06,586895,103,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.2526,-88.33918,71,reported,71,71,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 25.00 m,7/1/14 0:00,2014,9:44:33,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,6,present,-999,NA,NA,-999,-999,-999,NA,NA,NA,29.2523,-88.33917,29.2529,-88.33919,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-84.428,182.638,0.8961204,239.3873444,20.1700001,0.810200209,0.58615324
109,0,20210803-0,DWH_NRDA_WS-14-06,586896,93,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25208,-88.33785,75,averaged,74,75,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 21.00 m,7/1/14 0:00,2014,8:35:46,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,NA,NA,NA,29.25183,-88.33775,29.25233,-88.33794,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,96,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-73.253,181.609,0.2987649,32.4811707,20.1700001,0.484290605,0.874907201
110,0,20210803-0,DWH_NRDA_WS-14-06,586897,93,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25208,-88.33785,75,averaged,74,75,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 21.00 m,7/1/14 0:00,2014,8:35:46,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,>90% damaged,NA,NA,29.25183,-88.33775,29.25233,-88.33794,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,96,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-73.253,181.609,0.2987649,32.4811707,20.1700001,0.484290605,0.874907201
111,0,20210803-0,DWH_NRDA_WS-14-06,586899,100,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25062,-88.33849,73,averaged,72,73,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 23.00 m,7/1/14 0:00,2014,9:25:24,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,11,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.25034,-88.33826,29.25091,-88.33871,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,98,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-90.246,181.609,1.6845022,263.0287781,20.1700001,0.648636461,-0.761098378
112,0,20210803-0,DWH_NRDA_WS-14-06,586900,100,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25062,-88.33849,73,averaged,72,73,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 23.00 m,7/1/14 0:00,2014,9:25:24,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,10-30 cm,10,30,-999,1-10% damaged,NA,NA,29.25034,-88.33826,29.25091,-88.33871,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,98,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-90.246,181.609,1.6845022,263.0287781,20.1700001,0.648636461,-0.761098378
113,0,20210803-0,DWH_NRDA_WS-14-06,586903,90,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25234,-88.33924,73,averaged,73,74,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 23.00 m,6/30/14 0:00,2014,15:30:36,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,10-30 cm,10,30,-999,NA,NA,NA,29.25195,-88.33909,29.25272,-88.33939,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-84.428,182.638,0.8961204,239.3873444,20.1700001,0.810200209,0.58615324
114,0,20210803-0,DWH_NRDA_WS-14-06,586907,7,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25177,-88.33903,71,averaged,70,71,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 25.00 m,6/24/14 0:00,2014,15:58:46,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,2,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.25156,-88.33898,29.25198,-88.33909,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-90.246,184.808,1.6845022,263.0287781,20.1700001,0.648636461,-0.761098378
115,0,20210803-0,DWH_NRDA_WS-14-06,586908,128,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Yellowtail Reef,29.45125,-87.59184,63,reported,63,63,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 11.00 m,7/5/14 0:00,2014,11:52:15,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.45111,-87.59177,29.45139,-87.59191,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,71,71,74,Northern Gulf of Mexico,Thesea nivea_NA,-67.851,181.006,0.7874219,322.1739502,19.9200001,-0.160012392,0.987115006
116,0,20210803-0,DWH_NRDA_WS-14-06,586909,61,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Roughtongue Reef,29.43877,-87.57479,66,averaged,65,66,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 16.00 m,6/29/14 0:00,2014,16:17:44,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.43838,-87.57485,29.43915,-87.57474,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,77,77,82,Northern Gulf of Mexico,Thesea nivea_NA,-66.271,174.721,0.6311526,99.6526566,19.9200001,0.638454079,-0.769659917
117,0,20210803-0,DWH_NRDA_WS-14-06,586911,74,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25511,-88.33946,73,averaged,72,74,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 23.00 m,6/30/14 0:00,2014,11:46:26,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,14,present,0,NA,NA,-999,-999,-999,NA,NA,NA,29.25514,-88.33918,29.25507,-88.33975,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,95,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-76.893,183.477,0.3686467,313.7398987,20.1700001,0.913347009,-0.407182075
